tweet,label,score
"#IndianRailways has earned more than Rs 1,17,000 crore from freight loading in 2020-21, despite the #COVID challenges, it is 3% higher than the last year. https://t.co/AOPgqfJM6X",complaint,0.853250861
"#IndianRailways has earned more than Rs 1,17,000 crore from freight loading in 2020-21. 

Railways Ministry says, despite the #COVID challenges, it is 3% higher than the last yearâ€™s earning from freight. https://t.co/03nqvW9lWt",complaint,0.739150524
"Indian Railways was likely to resume all passenger trains from April 1, 2021. ( But only 65% are operational now)
When will the passenger trains(the lifeline of the nation) be operational? Many people are facing problems due to this. @PiyushGoyal @RailMinIndia 
#IndianRailways",complaint,0.990970552
#cmyediyurappa #IndianRailways #Vijayalakshmi As covid cases are increasing day by day this is the train from #bangarpet to #Bangalore No one maintain social distance nor any of our government is worried about this #PrimeMinister https://t.co/5xrdVdHdSP,complaint,0.987406969
"No charging of phones, Laptop in Trains From 11pm to 5am : Railways 
ðŸ‘ŽðŸ‘Ž #IndianRailways",complaint,0.853145659
"I vikas Sen,PNR-2547204508 travelled from JU to BDTS(on 30.03.2021) (1st AC). One plus8T (IMEI- 864721052916216) #stolen at Surat station. Sad to experience it, that too in 1st AC #IndianRailways #piyushgoyal Can railway please help me find out my phone, its having important data",complaint,0.997347772
"#IndianRailways
#railway

I'm in 03201 Patna LTT special train. I'm traveling from Satna.  We have 2 charging slots but none of them are working it is difficult for us to stay without charger,

PNR no 6145316913 dear sir please look in this matter and do the needful. Thanks https://t.co/aBYx0TiABK",complaint,0.995752871
"#PiyushGoyal #IndianRailways #NarendraModi #indianrail    
Due to the late running of trian no 04801 ..by 02 hours to ajmer ....we missed our further trian from Ajmer to jammu trian no. 02421 pooja express .pnr no. 2218493093 ajmer to jammu.due to this.we have faced many problems https://t.co/EeFLADqqg2",complaint,0.994339824
"My phone with IMEI no. 863642047587238 and contact no.8927057836 has been stolen from train no. O3282 coach no. D2 at NJP railway station on the date 27th March 2021, I have filed FIR to the GRPS Office but no action has been taken. #PiyushGoyal #IndianRailways . https://t.co/j4C7zGccPJ",complaint,0.98489964
"@ETIndustryNews - This is ridiculous. What about passengers traveling a short overnight journey like from #Ahmedabad or from #vadodara to #Mumbai and likewise?
#IndianRailways @RailMinIndia",complaint,0.981075048
@htTweets Thats why #IndianRailways need #privatisation..they still living in #britishraj..they still feel they can control ppl with such farman..TTE &amp; RPF will try their luck in minting money from innocent ppl..,complaint,0.973267257
"The Railway Board has instructed all zones to bar passengers from charging electronic devices on trains from 11PM to 5AM. 
Ministry of Railways, Government of India
#indianrailways
#railways
#charging
#Mobile 

To Read More...
Click the Link Below,
https://t.co/wJXklSyw5q",complaint,0.9090904
"No Phone, Laptop Charging Facility On Trains From 11 PM To 5 AM From Now, Here's Why 
.
.
#Phone #Laptop #IndianRailways #railways #TrainSafety #trains #wednesdaythought 
https://t.co/kTLTaXo64N",complaint,0.970896125
"Attention train passengers! Don't miss #IndianRailways' latest directive on safety from fire; Check details
https://t.co/S8LMaXFTiU",complaint,0.810457647
"@RailMinIndia has decided to disallow passengers from using mobile charging stations onboard trains between 11 pm and 5 am as a precautionary measure against the spread of fire.

@RailwaySeva @irsdcinfo @PiyushGoyal 
#IndianRailways #railways https://t.co/BUVbNBzYHI",complaint,0.95335263
"We are looking forward support atleast water and food source from @RailwaySeva 
We all ready to sacrifice their plan the purpose of travel..

#Plsshare 
#indianrailways 
@IRCTCofficial",complaint,0.897062838
#IndianRailways to ban charging of electronic devices on trains at night. Device charging slots to be switched off from 11pm to 5am. https://t.co/754SWE5bF9,complaint,0.875010848
"In order to prevent incidents of fire on trains, Indian Railways has decided to disallow passengers from using mobile charging stations onboard trains between 11 pm and 5 am.
#IndianRailways #travel #TRAIN 
https://t.co/lMbfDEeHT1",complaint,0.880908549
"The Railways said the points used for charging mobile phones and other electronic devices for will be kept switched off from 11 PM till 5 AM.
#IndianRailways 
#IRCTCLatestNews 

https://t.co/s5FB4fOEf7",complaint,0.928000093
@RailMinIndia @SWRRLY Is this what we can expect from swachrailway and swachbharat Abhiyan? seats and compartments are exactly same as mud ground... departure time is 11.55 PM still no one is cleaning #IndianRailways #SwachhBharat #swachrailway  train number 06241 S3 Compartment https://t.co/Fw82wpZGvs,complaint,0.991609871
"@PiyushGoyal @CPRONCR As most of the trains are diverted from Prayagraj to Prayagraj Cheoki, halt time of 2 min is insufficient for boarding/deboarding and may lead to train miss or any mishap/tragedy. Request you to please increase the halt time to atleast 5 min.
#IndianRailways",complaint,0.99702388
"30-3-2014 

Would like to share about the wonderful journey I had in #PatnaRajdhaniExpress from Delhi to Patna. 

A prestigious train and also a train that runs fully packed all the time(even the two first class AC coaches). #MemoriesWithRailways #IndianRailways #RajdhaniExpress https://t.co/DCEVkLihbe",complaint,0.830599189
"Indian Railways launches drive against smoking

To initiate legal action from March 31

#Nashik #nashiknews #IndianRailways #nosmoking 

https://t.co/3PWvghAHBo",complaint,0.851368308
"Anyone from #AtmaNirbharBharat #startups #India to change or convert #IndianRailways as next generation #retail space.

@RetailInnovati1 @IndianStarrtups @startupindia 

Interested people please DM ðŸ™ðŸ»",complaint,0.757132292
"A big step towards development &amp; better connectivity in #Maharashtra. DEMU Train from #Phaltan to #Pune via #Lonand will give convenience &amp; affordable transport to daily commuters.
#NewRailwayNewMaharashtra #MaharastraRailwayDevelopment #IndianRailways https://t.co/VBNEF96feQ",not a complaint,0.698457658
"Introducing new DEMU Train from #Phaltan to #Pune via #Lonand which is big step towards development &amp; better connectivity in #Maharashtra. It will give convenience &amp; affordable transport to daily commuters.
#NewRailwayNewMaharashtra #MaharastraRailwayDevelopment #IndianRailways https://t.co/jXUA2wmzuM",complaint,0.51194942
"Aggression on Curves || Trains from Hisar || 

#indianrailways 

https://t.co/qD1Xlw1gNX",complaint,0.989063203
"CHURU - SIKAR - RINGAS - JAIPUR JOURNEY | 2015 | Indian Railways https://t.co/lkJ6CbBRAy via @YouTube 
Video from 2015 :) 
#IndianRailways",complaint,0.833012938
"@RailMinIndia Yashwantpur Express - 06588. 
Train is not cleaned on every seat there is dust and Indian Railways providing services like this, Train is not washed or cleaned.
Just moved from Kalyan Junction 
D1 Coach. 
Poor services.
#IRCTC 
#IndianRailways https://t.co/9CNB01Jy8C https://t.co/t9SdsFHjUe",complaint,0.987596869
"@RailMinIndia Yashwantpur Express - 06588. 
Train is not cleaned on every seat there is dust and Indian Railways providing services like this, Train is not washed or cleaned.
Just moved from Kalyan Junction 
D1 Coach. 
Poor service
#IRCTC 
#IndianRailways https://t.co/9CNB01Jy8C https://t.co/47AlB7bYjn",complaint,0.990097344
"Yashwantpur Express - 06588. 
Train is not cleaned on every seat there is dust and Indian Railways providing services like this, Train is not washed or cleaned.
Just moved from Kalyan Junction 
D1 Coach. 
Poor services.
#IRCTC 
#IndianRailways https://t.co/9CNB01Jy8C",complaint,0.98982054
"I am 
Going to Balasore 
From Bhubaneswar station
My Train number is 02892
My bus was getting late due to Traffic problem,I want to go For a medical case 
If Train will run after 15 minute from the right time I will obliged to Indian railways.
#IndianRailways #IRCTC #Bhubaneswar",complaint,0.97986412
"SWR has achieved a record loading of 2604 wagons in a single day on 26th March which includes a loading of 2007 wagons  from #Hubballi Division.
@DeccanHerald
#BusinessDevelopmentUnit 
#IndianRailways #MoveItLikeRailways
#Freight https://t.co/ShQJJ1p9cU",complaint,0.803843379
"#IndianRailways Upen penalty car Manager of train no 02620 (pnr 4731199970)
Can't give bill as train no have 0, and don't have any ID. So ur all r saving VAT FROM #incometaxindia or anti of #PMModi",complaint,0.986352444
"Recently,I have travelled from New Delhi to Gaya(Bihar) via train. Due to Covid-19 pandemic, WE (passengers) were not even given bare minimum human necessity ""Water"". We are given  everything but at a cost of money.  Food, Beverages, condiments everything at cost.#IndianRailways",complaint,0.970382094
"#IndianRailways @PiyushGoyalOffc 
@narendramodi @AmitShah 
Train 02410 - stopped at adhyatmik nagar from 1:30hrs but apps shows that running on time.
@PiyushGoyal sir jab train chalane ki tamiz hi nhi h to new train start kyo ki aaj. Have not cover 30km in last 2hrs. https://t.co/UuP3Hbn8tW",complaint,0.990548015
"Dear Sir
My mother is stuck at Rajpura Jn train no. 02462 from last 12hrs, PNR no. 2418277832, Cls: 2A, P1-A1,3. Since morning I hv no updates when train will reach Delhi. I am sitting at NDLS with no news of train arrival
Please help!
Regards
Mrigank
#PiyushGoyal #IndianRailways",complaint,0.991033077
@narendramodi Please do samthing for us...no eny response found from contractor #IndianRailways . https://t.co/WmpjcBukz0,complaint,0.967271626
"I missed my train janshatabdi from Habibganj to Jabalpur train no. 02061 but I sat on punjab mail just behind that train and I am trying to catch janshatabdi on Itarsi junction 
Kindly help me do the same
@indianrailway__ @Indianrailway18 @IndianRailUsers #IndianRailways",complaint,0.993255496
@RailMinIndia #IndianRailways #railwayboard train no 02461 is delayed from NEW DELHI. Expected departure:26-03-2021 23:30 hrs.The train is 6 hours late.  Who is responsible for the unconvenience of the passengers?,complaint,0.986495674
#IndianRailways #railwayboard train no 02461 is delayed from NEW DELHI. Expected departure:26-03-2021 23:30 hrs.The train is 6 hours late.  Who is responsible for the unconvenience of the passengers?,complaint,0.972810507
"#IndianRailways Yesterday I went to Old Delhi Railway Station. In the name of sanitizing that bag, he took 10 rupees per bag from me. Are these charges being taken by the Railways?",complaint,0.966157436
"#indianrailways#piyushgoyal
So untidy services of indian railways
Travelling by ranikhet express from delhi to haldwani",complaint,0.990951657
#IndianRailways Today I have onboard humsafar special train 02572. Which is from Anand Vihar to Gorakhpur. It was very pathetic experience for train toilets. If any train board for travel. It would be required clean before leaving PF. But I donâ€™t why Indian railways not thinking.,complaint,0.980762839
"#InvestInIndia

The interactive session saw participation from 28 investors, including top funds like GIC, @jpmorgan, @Fidelity, Millennium, @Allianz and @BNPParibas. 

#IndianRailways #InvestIndia @PiyushGoyal @EasternRailway @WesternRly @RailMinIndia @dfccil_india @GoldmanSachs",complaint,0.970779717
"@RailwaySeva PNR:4210679991,TRN:02704,DOJ:25-03-21,2A,SC-HWH,DP:15:55,
SAKET KASHYAP. can any one suggest me where i have to catch the train, it is showing train will start from charlapalli instead of Secunderabad.#IndianRailways #IRCTC #railminister",complaint,0.993528366
"PNR:4210679991,TRN:02704,DOJ:25-03-21,2A,SC-HWH,DP:15:55,
SAKET KASHYAP. can any one suggest me where i have to catch the train, it is showing train will start from charlapalli instead of Secunderabad.#IndianRailways #m",complaint,0.992450297
"Ms. Meena &amp; her fellow officer are from the My Saheli team that ensures the protection of women passengers from the start to the finish of their journey. 

More power to them!

@RailMinIndia @IndianRailMedia @mysaheliser 

#operationmysaheli #womenssafety #indianrailways https://t.co/ld931tWZSu",complaint,0.736199439
"Some staff told they switch of the charging point connection at night, this is something very weird, after paying so much for 3AC, we are unable to use it. Traveling from Howarh, Coach B2.@PiyushGoyal Ji
@drmhowrah @RailMinIndia @RailwaySeva 
#IndianRailways",complaint,0.997334719
#railway staff emptying a dustbin directly from a running train ( train no 04661). Swach bharat mission impossible. Neither AC is working and nor staff is interested . Rambharose #IndianRailways @RailMinIndia @RailwaySeva @PMOIndia https://t.co/PhpF2JFoqe,complaint,0.985696197
"#RailRecipe Offers Healthy, Hygienic #Food from favorite #Restaurants in the #train journey across #India. If you are traveling through #Vadodara #Baroda #Solapur #Bardhaman #Chiplun #Ambala By Train.

#foodintrain #Bihar #IndianRailways #foodie #foodies #foodlover #foodlovers https://t.co/PY899nU3mt",complaint,0.560518086
"Life is precious!
Passengers are requested to refrain from boarding/alighting a moving train

#India #IndianRailways #Karnataka #mysuru #passengers  #Safety #Security https://t.co/w1mV3vI9Yc",complaint,0.884023666
"The drive from Railways launched from March 22. 
#IndianRailways 
#IRCTC 
#fireintrains

https://t.co/7GpsqUxeXj",complaint,0.938405216
"Life is precious!
Passengers are requested to refrain from boarding/alighting a moving train

#India #IndianRailways #Karnataka #Safety #Security https://t.co/LX2A0TirwZ",complaint,0.865507543
"Hygiene in indain railway is just the worst for a long travelling trains, even when corona is still in the play.
#IndianRailways 
@IRCTCofficial 
Train no.03204 isn't cleaned , have flies in AC compartment.
And they say they are taking regards for safety from corona.
ðŸ™ðŸ½ðŸ™ðŸ½ðŸ¤«",complaint,0.970052779
"#IndianRailways #PiyushGoyal 
Pet travel by Sealdah AC  from Kolkata to 
Delhi had a very comfortable good experience. Staff at Parcle counter were lightning fast and caring at sealdah stn. @drmsdah on way to Delhi. PNR 6348248760",not a complaint,0.705621719
#IndianRailways To Receive 14 More High-Power Locomotives From French Mobility Major Alstom https://t.co/auDRyGxopL via @swarajyamag,complaint,0.545337319
"Dear @IRCTCofficial I am traveling from Ranchi to Kanpur via Train No 02847 (RNS NDLS Spl) &amp; PNR No.6548088441
I like to carry my pet ( 6 months old #shihtzu ) along with me.
Kindly let us know if we can carry him along with us
TIA

#IndianRailways #railway
#petlovers #doglovers",complaint,0.985308647
"#IndianRailways no sit available in trains for railway aspirant for rrb ntpc exam .from bgp to howrah.kind give a exam special train from BGP to HWH.
@RailMinIndia @EasternRailway @PiyushGoyal @RailwaySeva @IRCTCofficial @Indianrailway18 @Indianrailway18",complaint,0.994588733
@RailwaySeva @abhigolu24590 #indianrailways whn thy will provide direct trains from gaya to secunderabad we r suffering  alot,complaint,0.994827807
"#VINTAGEMumbaiLocal
Mumbai Local Train 1997 Monthly Pass From Bhayandar to Churchgate 
#mumbai
#indianrailways
#westernrailways
#MiraBhayander
#Churchgate https://t.co/GnqneCXXzg",complaint,0.900729716
"In 2017-18, for every Re 1 earned from its passenger business, #IndianRailways ended up spending Rs 1.95, write @prachee_mishra &amp; @SaketSurya in #CNBCTV18Views #railways
https://t.co/7kNoJAq6SH",complaint,0.95825845
"@PMOIndia @narendramodi
@PiyushGoyal @PiyushGoyalOffc
@RailMinIndia @IR_CRB

What different does it make to the controlling #forces of the #IndianRailways ?

It is a huge #industry this whole thing about #litigation all from #public_money !

#StaySafe

https://t.co/gCuAaiaNTa",complaint,0.901270449
"@Atulsingh_asan Not only in EV, even our mighty #IndianRailways planning to build adavenced version trains from Aluminium.ðŸ‘ https://t.co/1m2EEBF5P2",complaint,0.756942332
"Mumbai Local Train 1997 Monthly Pass From Bhayandar to Churchgate 
#mumbai #indianrailways #westernrailways https://t.co/BBDuuWxjAS",complaint,0.748108387
"Hungry while travelling in Train?ðŸ™„

Order delicious food from #RailMitraApp, and get it delivered on your Train Seat!ðŸ˜ŽðŸš‚

ðŸ‘‰ Follow RailMitra for travel and railway news, updates, facts, and quiz.

#IndianRailways #railmitra #trainapp #travelapp #railmitraaindia #foodontrain https://t.co/31kqYR57o8",complaint,0.97747165
"There is a medical problem of a baby boy of 2.3 year in S-5, seat no 32 Lucknow mail, now train departs from muradabad.
#IndianRailways 
#PMOIndia 
#YogiAdityanath",complaint,0.952691615
"Do not order food while traveling by train from @Railrestro. It is a scam, they take orders but don't deliver them to you and when you try to track the food they don't answer calls. âš 

@RailMinIndia #IndianRailways #fooddelivery #mealsonwheels #orderfoodintrain https://t.co/9M5dR3HX0i",complaint,0.971998155
"#IndianRailways In shahdol M.P. railway station a bribe has taken from railway employee during the luggage loading on 19feb2021 . A complaint to #railmadad is of no mean.
#CorruptionFreeIndia 
#shahdol 
#PiyushGoyal",complaint,0.968061209
"After travelling from #Pune to #Howrah, I freshened up at the cloak room at Howrah Jn for just Rs 10/hour. It was super clean, spacious, &amp; there were police until day broke.
What do you think will happen after railways are privatised?

#Kolkata #IndianRailways #privatisation https://t.co/D3l21rXwdD",complaint,0.93607074
"@GoRasika After 7 yrs in power BJP has no solution for #banking #electricity #airindia #indianrailways..
Good ðŸ’° chasing bad ðŸ’´ from last 7 yrs..costly power/petrol/diesel when there is no demand &amp; income levels reducing..how long this model will continue.the bold govt with 2/3 majority..",complaint,0.979348183
"A very bad experience I lost my bag today in train no 010103- panvel-Thivim (lokamanytilak)which was reseved. traveling from banglore to salem. And authories talk about common people saftey and protection.and proof attached below. @PiyushGoyal
#IndianRailways
#tamilnadurailways https://t.co/a28lensHBG",complaint,0.984277427
"This is what sh*tty governments like MVA in #Maharashtra is costing India.

This is where the next Indian revolution in India is going to come from. Infra. High Speed Rail. It is all possible.

Time to get rid of MVA crap! #IndianRailways cc: @RailMinIndia
https://t.co/O2Obt4GvV2",complaint,0.965048552
@RailMinIndia @PiyushGoyal even IRCTC has been not confirmed about amount refund... Thanks for a great service from Indian railway. Aisa railway band ho jaye to sahi hai. #IndianRailways,not a complaint,0.563822627
"@RailMinIndia  I am traveling from Bhuj to Ahmedabad, Bhuj-Dadar special, I am in 3rd AC B4, 19. There are loose fasteners, so it is making uneven noises, kindly look into it. Thanks in advance:) #IndianRailways",complaint,0.995568216
"Rahul Agarwal DRM /MYS Inspected Chamarajanagar, Kadakola stations and  conducted foot plate inspection from  Chamarajanagar to Mysuru Section.

#IndianRailways #inspection #safety https://t.co/rTXy1xhwsh",complaint,0.709086597
"Ministry of Railways clarifies misleading news regarding cancellation of special trains from 31st March...
Click here to readðŸ‘‡ðŸ»
https://t.co/0goD5NaaIm

#railways #IndianRailways #news #fakenews #falsenews #SocialMedia #clarification #cancellation #trains  #CommerceNewsGuruji",complaint,0.91015923
Travelling in train after quite a long time and observing some drastic change from hygiene to hospitality. Kudos @RailMinIndia  keep growing and improving. #IndianRailways #KeepRising,not a complaint,0.871436059
"How can I file my complain?
Now Get of from the train at Tori station, but I can't file my complain in that location?
If want to file my complain then I need to go 75km far from here

How system of RPF, GRP &amp; IndianRail?
#IndianRailways @RPF_INDIA @RailMinIndia @IndianRailMedia",complaint,0.986705959
"Hi #IndianRailways 
I am traveling from Mumbai to Howrah by train on 26th March. Can you please check and confirm if there is any testing required upon reaching Howrah station?
Or there will be home quara?
#howrah #Railways",complaint,0.989744723
"#IndianRailways @PiyushGoyalOffc 
Time for Train no 02264 durnto was revised by Indian Railways from 1055 to 0616. But no msg received regarding change of timing thats why I miss my train....kindly look into this matter so that no one face this type of problem.. https://t.co/zWcGM0yoFP",complaint,0.992830873
#IndianRailways i guess u forgot train no. 02351 hwh rajendranagar is still standing at gulzarbagh station from past an hour and still counting ðŸ˜‚,complaint,0.991504073
"Hello,

I am travelling to shirdi From the Hyderabad Train No is 07206 and I have not been able to seen any of the security guards in the train. NOW ITS 12.30 AM ALMOST. 
PLEASE LOOK INTO THE MATTER 
#IndianRailways
#PiyushGoyal",complaint,0.990941644
"At 183 seconds into Aditya Kumbhar's video, you see the start of transition of the electric catenary poles or masts from the DC days in #Pune (100+ years ago) to the brand new 25 KV AC |/_ masts that came very recently! #irfca #railfan #indianrailways https://t.co/QzyIBXfitS",complaint,0.705614805
"#IndianRailways , we are 20 students travelling from kanpur to jhansi by train no. 05067 which running 4hrs delay. We have to go Chennai for exam by train no.  02616 which is on time. Kindly delay the train no. 02616. So, that we can able to reach jhansi before the train starts.",complaint,0.973312974
"#IndianRailways #RailwayMinister #PiyushGoyal #refundmymoney
I'm try to book from NDLS TO TATANAGAR a ticket by irctc aap... After completing all process,when I go to payment page ... I paid 2723.60â‚¹ ... BUT my ticket is not booked.... please do something",complaint,0.993574798
"@PiyushGoyal He said the investment from the private sector can be utilised to leverage the infrastructure to provide better amenities to passengers and create more employment opportunities. 

#IndianRailways  #Privatisation 

@PiyushGoyal",complaint,0.911481678
"Get an offer from this railway staff. To know the stories behind the photo, just connect with me on Instagram! #IndianRailways https://t.co/FPF6Nkkp9p",not a complaint,0.559015095
".#IndianRailways 

""Baba singing in #Sylheti while playing the #Belu on our train ride from #Silchar to #Haflong... https://t.co/L5BpQFlR0j",complaint,0.966302991
"#PiyushGoyal #IndianRailways 
PNR 6647923398 FROM R to CSTM S6-35, Need Medical attention because my Head wounded by falling seat on my head during arranging luggage. Kindly send Doctor bleeding more and more",complaint,0.996828079
"@PiyushGoyalOffc Sir, there are trains from Bangalore to South Kerala and not stopped. Any chance of restarting the trains to North Kerala. It would help a lot of people.#PiyushGoyal #IndianRailways #indianrailway",complaint,0.961282969
"@PiyushGoyal Sir, there are trains from Bangalore to South Kerala and not stopped. Any chance of restarting the trains to North Kerala. It would help a lot of people.#PiyushGoyal #IndianRailways @IRCTCofficial",complaint,0.955845058
Glimpse of @Space_Station  from #IndianRailways at #Bidadi https://t.co/Uvy6yzs5RU,not a complaint,0.533375502
"#IndianRailways have clarified that the social media reports claiming the cancellation of special train services from March 31 are 'misleading' and the train operations will continue to run with proper #Covid_19 protocols.
https://t.co/IdgunIYnk4",complaint,0.727258623
"#IndianRailways for the first time #transported #Soybean with over 2,661 tonne soybean loaded from #parbhani in #Marathwada for transport to #Gujarat.",complaint,0.602224112
This is pathetic service from Indian Railways waiting for a train from past 2 hours still it is late #IndianRailways totally unacceptable,complaint,0.992699087
"â€œMisleadingâ€: Railway Ministry Clarifies on Special Train Cancellation from March 31 
.
.
#IndianRailways #railway #Specialtrain #trains #Business #fakenews #tuesdayvibe 
https://t.co/ixwv4gqoaT",complaint,0.964112103
"#Specialtrains to be cancelled from March 31? Hereâ€™s what #IndianRailways has to say

#railways  

https://t.co/nHY1zgkN2l",complaint,0.980160654
Fantastic strides by @RailMinIndia to move towards #netzero.  Next step is to delink the dependency of revenues of #IndianRailways from the fossil fuel value chain.  @PiyushGoyal,not a complaint,0.761710763
The train no 03141 is not showing for booking from 1st April 2021. This is important train for North Bengal.#IndianRailways,complaint,0.97127682
"Ecofriendly Roofing Solution from @HILLimited 
#TogetherWeMake
#CharminarFortune
#MakeHealthyChoice 
#IndianRailways
#tuesdaymotivations
@EasternRailway 
@EastCoastRail 
@Se_Railway 
@serailwaykol 
@PiyushGoyal
@PiyushGoyalOffc",complaint,0.925592303
"#indianrailways #westernrailways
#railauthorities
Traveling from Barauni to Habibganj, wanted to register a complaint but there's some server issue. Found no security in whole train.Neither male ones or lady cops. If something goes wrong you have no one to ask help for. pathetic",complaint,0.949864745
"News On Cancellation of Trains From 31 March Is Misleading Says Indian Railways

#FactCheck #IndianRailways #MinistryofRailways #PIBFactCheck #Railways

https://t.co/hXJrIWFC5P https://t.co/vvOhB2n4CH",complaint,0.93504709
"Reports in social media that Special train services will be cancelled from 31st March is misleading: 
Ministry of Railways via @PIB_India 

#Trains #IndianRailways 

https://t.co/I8tPEBGvLF via @theind_india",complaint,0.942308545
"When a #Divisional_Engineer on #Bhavnagar_Division of @WesternRly was trapped red handed inside his own workplace chamber under the @DRM_BVP a few years back, the #CBI team from #Gandhinagar did not seek the approval of @CMOGuj or even the @IR_CRB or @Gmwrly ! 

#IndianRailways https://t.co/qJZXDd0rSq",complaint,0.899422407
"From transporting migrants to distributing food, #IndianRailways lauded for 'yeoman service' during pandemic
https://t.co/drVjMI9gv8",not a complaint,0.802837372
"The Stunning Quaint Village of Ukshi, Maharashtra ðŸ˜ located between Sangameshwar Road railway station and Bhoke on the Konkan Railway , 256 km from Mumbai ðŸ˜ #IndianRailways #IncredibleIndia #dpearltimes https://t.co/S1Hi91jFQs",not a complaint,0.561713278
"Start of operations of new railway zone #SouthCoastRailway #SCoR from its HQ #Visakhapatnam #AndhraPradesh ?

#IndianRailways #RailwayZones https://t.co/OkdmkkJ28A",complaint,0.873824418
"The computerization of #parcel management system is being extended from 84 locations to additional 143 locations in phase-II and 523 locations in phase â€“III. Move to benefit ordinary public and business alike: @RailMinIndia 

#IndianRailways https://t.co/6vrgTN8aKo",complaint,0.728853583
